p93;i_6_p9;i_2_p9;p4;p1;p3;p5;region;p7;p92;p84;p91;p96;p10;p8;p81;p83;folio_encuesta;fecha;diferencia_edad_pareja;anios_convivencia_aprox
3;6;6;52;2;2;9;9;2;4;2016;49;1;4;4;1;1;9110707;2022-10-06;3;
3;5;5;49;2;2;15;9;1;3;2008;38;1;3;3;1;1;9110708;2022-10-15;11;
3;6;4;34;2;2;15;9;8;3;2013;36;1;4;4;1;1;9110902;2022-10-14;-2;
2;5;5;36;2;2;15;9;1;4;2007;39;1;4;5;1;1;9110908;2022-10-14;-3;
1;5;6;63;2;2;9;9;1;6;1983;72;1;4;4;1;1;9110909;2022-10-14;-9;
3;7;6;34;2;2;15;9;1;1;2011;43;1;4;5;1;1;9111001;2022-10-05;-9;
2;6;3;50;1;1;15;9;6;4;2022;44;1;4;4;1;1;9111002;2022-10-05;6;
3;6;7;42;2;2;9;9;8;4;2020;35;1;4;3;1;1;9111004;2022-10-05;7;
3;6;7;35;1;1;9;9;1;4;2019;34;1;4;4;1;1;9111208;2022-08-28;1;
2;5;5;57;2;2;9;9;1;2;1986;55;1;4;4;1;1;9111210;2022-08-28;2;
3;6;7;43;1;1;11;9;2;4;2015;43;1;3;4;1;1;9111504;2022-10-03;0;
1;7;6;55;2;2;9;9;1;6;1988;56;1;4;5;1;1;9111505;2022-10-03;-1;
3;4;5;26;1;1;9;9;2;4;2018;27;1;4;3;1;1;9111602;2022-10-06;-1;
1;5;4;65;2;2;7;9;2;1;1984;62;1;3;3;1;1;9111603;2022-10-06;3;
3;6;6;69;2;2;9;9;1;2;1984;58;1;4;4;1;1;9111604;2022-10-06;11;
1;5;5;24;2;2;11;9;1;2;2013;27;1;4;4;1;1;9111608;2022-10-07;-3;
2;5;6;24;2;2;15;9;1;6;2017;25;1;3;4;1;1;9111609;2022-10-07;-1;
3;7;7;45;1;1;9;9;1;3;2000;35;1;4;4;1;1;9111610;2022-10-07;10;
3;7;7;66;2;2;11;9;1;3;1978;66;1;3;4;1;1;9112201;2022-10-13;0;
1;7;7;55;2;2;9;9;1;6;1990;55;1;4;4;1;1;9112403;2022-09-24;0;
3;6;7;77;2;2;15;9;1;4;1970;80;1;4;4;1;1;9112404;2022-10-15;-3;
2;6;5;51;2;2;9;9;2;3;2018;46;1;4;4;1;1;9112410;2022-09-22;5;
1;5;6;20;2;2;11;9;2;6;2021;28;2;3;4;1;1;9112902;2022-09-07;-8;
3;7;1;40;2;2;9;9;2;3;2012;49;2;3;3;1;1;9112903;2022-09-07;-9;
1;2;5;61;2;2;7;9;1;6;1977;66;2;3;3;1;1;9112904;2022-09-07;-5;
2;7;1;33;2;2;11;9;2;1;2016;36;1;4;4;1;1;9112905;2022-09-07;-3;
1;7;7;67;2;2;7;9;1;1;1988;61;1;4;5;1;1;9112907;2022-08-18;6;
3;7;6;27;2;2;13;9;2;4;2019;26;1;4;4;1;1;9112910;2022-08-27;1;
1;7;7;60;2;2;12;9;1;1;1992;58;1;3;4;1;1;9113001;2022-08-19;2;
3;7;7;29;1;1;7;9;2;5;2021;26;1;4;5;1;1;9113002;2022-09-07;3;
3;7;6;49;1;1;9;9;1;6;1992;50;1;4;4;1;1;9113004;2022-11-16;-1;
3;5;4;59;2;2;9;9;1;4;1986;61;1;3;4;1;1;9113007;2022-11-16;-2;
1;7;5;52;2;2;7;9;5;6;2012;34;1;4;3;1;1;9113008;2022-11-17;18;
3;6;7;40;2;2;15;9;1;3;2009;49;1;4;5;1;1;9113009;2022-08-19;-9;
1;7;7;26;2;2;9;9;1;2;2015;28;1;5;4;1;1;9113010;2022-11-17;-2;
1;7;7;37;1;1;9;9;1;4;2015;31;1;4;4;1;1;9113201;2022-11-17;6;
1;7;7;60;2;2;7;9;1;6;1986;63;2;4;5;1;1;9113302;2022-11-16;-3;
3;5;1;37;2;2;9;9;2;2;2015;41;1;3;2;1;1;9113303;2022-11-16;-4;
3;6;6;57;2;2;9;9;1;3;1982;63;1;4;4;1;1;9113304;2022-11-16;-6;
1;7;7;59;2;2;7;9;1;6;1992;54;1;4;4;1;1;9113305;2022-11-16;5;
2;7;7;53;2;2;7;9;2;1;1996;48;2;3;4;1;1;9113309;2022-11-17;5;
1;6;7;38;2;2;7;9;1;6;2001;48;1;4;4;1;1;9113402;2022-09-14;-10;
2;5;5;34;2;2;9;9;1;3;2004;42;1;3;3;1;1;9113404;2022-09-20;-8;
1;6;5;45;2;2;7;9;1;6;1994;54;1;3;3;1;1;9113502;2022-11-03;-9;
1;1;4;71;2;2;9;9;1;6;1973;76;2;3;3;1;1;9113604;2022-08-26;-5;
2;5;6;53;2;2;13;9;8;2;1995;51;2;4;4;1;1;9113607;2022-08-26;2;
1;7;5;49;2;2;9;9;2;1;1993;52;1;2;3;1;1;9113609;2022-08-30;-3;
2;6;5;52;2;2;9;9;1;3;1989;58;2;3;4;1;1;9113702;2022-08-31;-6;
1;1;5;81;2;2;6;9;1;1;1969;82;2;4;4;1;1;9113704;2022-11-07;-1;
1;5;5;35;2;2;7;9;5;1;2020;31;1;4;4;1;1;9113705;2022-11-07;4;
1;7;5;46;2;2;9;9;1;6;1999;46;1;4;4;1;1;9113706;2022-11-07;0;
1;6;5;59;2;2;11;9;1;6;1998;59;1;3;4;1;1;9113802;2022-11-02;0;
3;1;4;65;2;2;10;9;1;3;1977;72;2;4;4;1;1;9113804;2022-11-03;-7;
1;5;5;61;2;2;9;9;1;6;1985;64;1;4;4;1;1;9113805;2022-11-03;-3;
1;6;7;28;2;2;9;9;2;1;2012;29;1;3;4;1;1;9113901;2022-10-04;-1;
2;1;4;52;2;2;9;9;1;2;1991;52;2;3;4;1;1;9113906;2022-10-04;0;
1;6;6;37;2;2;11;9;2;6;2021;46;1;3;3;1;1;9114001;2022-08-26;-9;
2;5;1;39;2;2;9;9;1;5;2000;40;1;3;3;1;1;9114002;2022-08-26;-1;
2;7;6;39;2;2;9;9;6;3;2011;42;1;3;4;1;1;9114003;2022-11-07;-3;
2;4;7;26;2;2;10;9;8;1;2015;32;1;4;4;1;1;9114005;2022-11-07;-6;
2;7;6;68;2;2;15;9;1;3;1991;69;2;4;5;1;1;9114204;2022-08-30;-1;
2;3;3;37;2;2;9;9;8;1;2007;43;1;4;3;1;1;9114206;2022-11-04;-6;
1;7;7;57;2;2;7;9;1;6;1987;61;2;4;4;1;1;9114604;2022-10-27;-4;
3;5;5;51;1;1;9;9;1;4;1991;46;1;3;3;1;1;9114606;2022-11-06;5;
3;3;4;37;1;1;13;9;8;5;2007;37;1;5;4;1;1;9114607;2022-11-06;0;
3;7;7;65;1;1;8;9;8;4;1990;54;;4;4;1;1;9114608;2022-11-06;11;
2;7;6;21;2;2;14;9;2;2;2019;22;1;4;4;1;1;9114609;2022-11-06;-1;
3;6;5;36;2;2;15;9;2;2;2021;49;1;5;4;1;1;9114610;2022-11-06;-13;
2;3;6;77;2;2;8;9;1;2;1970;73;;3;4;1;1;9114703;2022-10-18;4;
3;6;6;52;2;2;7;9;1;2;1989;60;;4;4;1;1;9114705;2022-10-19;-8;
3;6;6;58;2;2;10;9;1;3;1985;64;;4;4;1;1;9114706;2022-10-19;-6;
2;7;6;45;2;2;9;9;2;4;2010;48;1;2;4;1;1;9114803;2022-10-27;-3;
3;6;6;29;1;1;9;9;2;4;2014;27;1;4;4;1;1;9114901;2022-11-09;2;
3;7;7;37;2;2;9;9;2;2;2011;38;1;4;4;1;1;9114902;2022-11-09;-1;
3;7;6;32;2;2;9;9;2;4;2008;34;1;4;4;1;1;9114903;2022-11-09;-2;
1;7;7;62;2;2;7;9;1;6;1980;86;2;2;4;1;1;9114904;2022-11-09;-24;
1;6;7;43;2;2;9;9;2;6;1998;44;1;3;4;1;1;9114906;2022-11-09;-1;
1;5;6;48;2;2;9;9;2;6;1998;50;1;3;4;1;1;9114908;2022-11-09;-2;
1;5;5;50;2;2;9;9;1;6;1998;52;2;3;3;1;1;9114909;2022-11-09;-2;
3;5;6;70;1;1;7;9;2;3;2000;68;2;3;3;1;1;9114910;2022-11-09;2;
3;7;4;64;1;1;7;9;1;5;1992;67;;3;3;1;1;9115001;2022-10-28;-3;
3;2;7;67;2;2;9;9;7;3;1993;83;2;3;3;1;1;9115005;2022-11-03;-16;
3;7;3;48;2;2;9;9;8;2;2013;58;1;3;4;1;1;9115008;2022-11-03;-10;
3;6;3;24;2;2;9;9;2;1;2019;25;1;3;4;1;1;9115009;2022-11-03;-1;
1;7;7;45;2;2;7;9;6;6;2004;41;1;4;4;1;1;9115010;2022-11-03;4;
1;4;5;56;2;2;9;9;1;2;1993;55;;3;4;1;1;9115102;2022-10-27;1;
2;6;5;47;2;2;11;9;2;2;1992;51;1;3;4;1;1;9115103;2022-10-27;-4;
3;7;6;42;1;1;7;9;8;3;2005;50;1;4;4;1;1;9115104;2022-10-27;-8;
1;6;6;36;2;2;13;9;2;2;2006;37;1;4;4;1;1;9115105;2022-10-27;-1;
1;7;7;35;2;2;9;9;8;6;2014;37;1;5;4;1;1;9115106;2022-11-03;-2;
3;7;5;52;1;1;9;9;2;5;2004;38;1;3;3;1;1;9115107;2022-11-03;14;
3;5;6;40;1;1;9;9;1;4;2003;39;1;4;4;1;1;9115108;2022-11-03;1;
1;7;7;42;1;1;7;9;8;6;2019;32;1;3;3;1;1;9115110;2022-11-03;10;
3;7;7;28;1;1;12;9;1;2;2022;22;1;4;5;1;1;9115205;2022-11-08;6;
2;6;6;32;2;2;9;9;2;2;2007;42;1;4;4;1;1;9115206;2022-11-08;-10;
3;6;7;71;2;2;15;9;1;3;1976;77;1;4;4;1;1;9115207;2022-11-08;-6;
3;3;5;69;2;2;11;9;1;3;1985;72;2;4;3;1;1;9115208;2022-11-09;-3;
3;3;4;66;1;1;7;9;1;3;2000;72;1;1;1;1;1;9115301;2022-10-14;-6;
1;6;6;30;2;2;9;9;2;2;2014;36;1;4;4;1;1;9115309;2022-10-14;-6;
3;6;5;55;1;1;9;9;2;5;2021;44;1;3;3;1;1;9115401;2022-11-11;11;
2;7;7;22;2;2;11;9;8;5;2020;44;1;4;4;1;1;9115402;2022-11-11;-22;
1;7;7;59;2;2;7;9;5;2;2013;50;1;5;4;1;1;9115403;2022-11-11;9;
1;6;5;32;2;2;9;9;8;6;2014;41;1;3;3;1;1;9115405;2022-11-17;-9;
3;5;6;68;1;1;9;9;1;4;1980;72;1;3;4;1;1;9115406;2022-11-17;-4;
1;6;6;45;2;2;9;9;1;6;2010;45;1;3;4;1;1;9115407;2022-11-17;0;
3;5;6;77;1;1;13;9;1;3;1970;76;2;2;4;1;1;9115408;2022-11-17;1;
3;5;5;37;2;2;13;9;8;4;2001;40;1;3;3;1;1;9115410;2022-10-27;-3;
1;7;6;27;2;2;12;9;2;6;2014;35;1;4;5;1;1;9115502;2022-10-29;-8;
1;6;5;50;2;2;7;9;1;1;1990;60;1;3;3;1;1;9115505;2022-11-01;-10;
3;7;6;52;1;1;9;9;1;3;1994;51;2;4;5;1;1;9115506;2022-11-01;1;
2;7;7;50;2;2;9;9;1;2;2002;72;1;4;4;1;1;9115601;2022-10-10;-22;
3;5;5;44;2;2;9;9;2;3;2004;45;1;3;3;1;1;9115602;2022-10-14;-1;
2;7;6;42;2;2;9;9;1;2;1999;44;1;4;3;1;1;9115604;2022-10-08;-2;
3;4;6;50;2;2;7;9;2;3;2000;58;1;3;3;1;1;9115605;2022-10-08;-8;
3;7;7;21;1;1;9;9;8;3;2020;21;1;4;4;1;1;9115606;2022-10-10;0;
2;5;7;53;1;1;10;9;1;4;2020;42;1;4;4;1;1;9115607;2022-10-10;11;
2;7;6;55;2;2;11;9;2;4;2003;57;1;3;4;1;1;9115608;2022-10-10;-2;
3;7;7;46;2;2;14;9;1;2;1994;47;1;3;4;1;1;9115609;2022-10-10;-1;
3;7;7;24;2;2;11;9;1;2;2019;26;1;5;4;1;1;9115610;2022-10-10;-2;
3;2;7;64;1;1;7;9;1;3;1983;58;2;3;3;1;1;9115706;2022-10-30;6;
2;7;7;75;1;1;7;9;1;4;1967;75;1;3;4;1;1;9115903;2022-10-27;0;
3;7;7;42;2;2;13;9;1;4;2013;27;1;4;4;1;1;9115904;2022-10-27;15;
1;7;7;58;2;2;14;9;1;5;1989;56;1;4;5;1;1;9115905;2022-10-27;2;
2;7;7;30;2;2;8;9;2;4;2015;30;1;3;4;1;1;9115906;2022-10-27;0;
2;7;6;20;2;2;9;9;3;5;2019;30;1;4;4;1;1;9115910;2022-10-27;-10;
3;7;7;40;1;1;9;9;8;3;2017;42;1;4;4;1;1;9116003;2022-11-17;-2;
3;7;6;62;1;1;9;9;8;5;2003;42;2;4;5;1;1;9116006;2022-11-17;20;
2;5;7;65;1;1;9;9;1;4;1982;63;2;4;3;1;1;9116101;2022-11-06;2;
2;1;6;73;2;2;7;9;1;4;1977;72;2;2;2;1;1;9116203;2022-11-10;1;
3;4;5;54;2;2;1;9;1;2;1985;56;1;3;3;1;1;9116204;2022-11-12;-2;
1;7;7;72;2;2;9;9;1;2;1978;70;1;3;3;1;1;9116205;2022-11-18;2;
1;6;5;60;2;2;9;9;1;6;1985;69;1;2;4;1;1;9116206;2022-11-18;-9;
1;3;3;31;2;2;9;9;8;6;2018;48;1;4;4;1;1;9116504;2022-11-04;-17;
1;7;6;41;2;2;12;9;1;6;2009;38;1;3;3;1;1;9116601;2022-11-18;3;
1;4;4;52;2;2;6;9;1;6;1994;53;1;2;4;1;1;9116602;2022-11-18;-1;
1;4;5;74;2;2;7;9;1;6;1979;70;2;2;3;1;1;9116605;2022-11-19;4;
1;2;5;67;2;2;10;9;1;2;1982;72;2;4;4;1;1;9116606;2022-11-19;-5;
3;6;6;37;2;2;13;9;1;4;2006;45;1;5;5;1;1;9116902;2022-10-25;-8;
1;7;5;31;2;2;9;9;8;2;2009;49;1;4;4;1;1;9116903;2022-10-25;-18;
1;4;6;38;2;2;9;9;1;6;2017;32;1;3;4;1;1;9116904;2022-10-25;6;
1;5;6;37;2;2;9;9;1;6;2005;37;1;4;5;1;1;9116905;2022-10-25;0;
2;7;7;60;2;2;10;9;1;2;1991;66;1;4;4;1;1;9116910;2022-11-09;-6;
3;7;4;34;2;2;15;9;8;4;2019;43;1;3;4;1;1;9117001;2022-10-20;-9;
3;6;6;35;1;1;10;9;1;3;2015;30;1;4;4;1;1;9117201;2022-11-04;5;
3;6;6;43;2;2;15;9;8;4;2009;40;1;4;4;1;1;9117202;2022-11-04;3;
3;5;7;78;1;1;15;9;1;5;1967;80;1;4;4;1;1;9117204;2022-11-07;-2;
1;7;7;45;2;2;9;9;1;6;1993;55;1;3;3;1;1;9117301;2022-10-05;-10;
2;3;4;55;2;2;7;9;1;2;2004;43;2;2;3;1;1;9117303;2022-10-08;12;
2;7;7;67;2;2;9;9;2;2;2012;48;1;2;2;1;1;9117305;2022-10-04;19;
2;3;4;47;2;2;7;9;1;2;1992;53;1;4;4;1;1;9117306;2022-10-04;-6;
2;6;5;86;1;1;6;9;1;3;1959;83;2;2;2;1;1;9117308;2022-10-05;3;
3;7;7;43;1;1;7;9;1;5;1999;42;1;4;4;1;1;9117309;2022-10-05;1;
;;6;62;2;2;7;9;1;;1988;62;;3;4;1;1;9117404;2022-10-19;0;
3;4;6;50;2;2;12;9;1;3;1986;53;1;3;3;1;1;9117602;2022-10-31;-3;
1;4;5;61;2;2;9;9;1;6;1981;63;1;2;3;1;1;9117603;2022-10-31;-2;
2;5;5;53;2;2;7;9;1;6;2015;66;1;2;5;1;1;9118001;2022-11-07;-13;
2;6;5;65;2;2;7;9;1;6;1980;66;1;3;4;1;1;9118003;2022-11-07;-1;
2;4;5;57;2;2;7;9;1;6;1992;55;1;3;2;1;1;9118005;2022-11-07;2;
3;7;7;60;1;1;9;9;2;4;2007;55;1;2;4;1;1;9118206;2022-11-08;5;
3;6;5;31;1;1;9;9;2;2;2014;28;1;3;4;1;1;9118303;2022-11-04;3;
2;6;7;55;2;2;9;9;1;6;1990;73;2;3;3;1;1;9118306;2022-11-04;-18;
2;6;6;31;2;2;9;9;1;2;2012;42;1;3;3;1;1;9118403;2022-10-27;-11;
3;7;6;37;2;2;10;9;2;2;2010;42;1;4;4;1;1;9118404;2022-10-27;-5;
2;2;7;62;2;2;9;9;1;3;1977;69;1;2;4;1;1;9118405;2022-10-27;-7;
1;7;5;35;2;2;9;9;2;6;2014;41;1;4;4;1;1;9118701;2022-11-08;-6;
1;5;4;28;2;2;11;9;2;6;2018;32;1;3;4;1;1;9118703;2022-11-08;-4;
2;5;5;28;2;2;9;9;2;2;2007;30;1;3;4;1;1;9118704;2022-11-08;-2;
2;6;7;53;2;2;7;9;1;1;1990;48;1;3;4;1;1;9118706;2022-11-08;5;
3;6;5;31;1;1;11;9;2;3;2017;40;1;3;4;1;1;9118708;2022-11-09;-9;
1;6;6;50;2;2;17;9;1;6;2000;59;1;4;4;1;1;9118801;2022-10-06;-9;
2;7;5;22;2;2;9;9;8;2;2016;22;1;3;5;1;1;9118902;2022-10-27;0;
2;3;1;35;2;2;15;9;8;2;2002;38;2;3;3;1;1;9118903;2022-10-27;-3;
3;7;6;42;1;1;8;9;2;3;1996;18;1;5;4;1;1;9118906;2022-10-27;24;
2;6;7;71;2;2;9;9;1;3;1987;78;;4;3;1;1;9118908;2022-10-27;-7;
2;7;4;56;2;2;9;9;1;2;1986;59;2;2;4;1;1;9118909;2022-10-27;-3;
;5;4;56;1;1;9;9;1;;1987;58;1;4;4;1;1;9118910;2022-10-27;-2;
3;5;6;47;1;1;14;9;2;3;2017;47;1;4;4;1;1;9119202;2022-10-25;0;
2;6;4;59;2;2;9;9;1;3;1979;65;1;4;4;1;1;9119301;2022-10-15;-6;
1;4;6;57;2;2;9;9;1;6;1987;56;2;3;4;1;1;9119302;2022-10-15;1;
3;7;6;54;2;2;7;9;1;3;1985;64;1;4;4;1;1;9119306;2022-10-15;-10;
2;6;5;60;2;2;9;9;1;2;1984;59;1;3;4;1;1;9119307;2022-10-21;1;
2;6;4;50;2;2;11;9;1;2;2006;52;1;4;4;1;1;9119308;2022-10-21;-2;
3;7;6;60;2;2;9;9;1;3;1982;70;2;4;4;1;1;9119309;2022-10-21;-10;
2;6;4;64;2;2;9;9;1;2;1987;68;1;2;3;1;1;9119310;2022-10-21;-4;
3;7;7;58;1;1;9;9;1;4;1985;63;1;5;4;1;1;9119501;2022-10-06;-5;
3;3;6;74;1;1;15;9;1;3;1991;74;2;4;4;1;1;9119506;2022-10-07;0;
1;4;5;37;2;2;9;9;2;6;2009;37;1;4;4;1;1;9119507;2022-10-07;0;
3;6;4;35;2;2;14;9;2;4;2016;37;1;3;4;1;1;9119508;2022-10-07;-2;
2;6;5;61;2;2;9;9;1;2;1983;58;1;3;4;1;1;9119509;2022-10-07;3;
3;7;6;67;1;1;7;9;1;5;1973;64;1;5;4;1;1;9119510;2022-10-07;3;
3;6;5;50;2;2;7;9;2;2;2018;49;1;3;3;1;1;9119602;2022-10-17;1;
3;7;6;48;2;2;9;9;1;3;2003;56;1;4;3;1;1;9119603;2022-10-17;-8;
3;5;6;63;1;1;7;9;1;5;1989;56;1;3;2;1;1;9119606;2022-10-17;7;
3;1;4;50;2;2;7;9;2;5;1997;52;2;3;3;1;1;9119607;2022-10-18;-2;
3;7;7;25;1;1;9;9;2;3;2021;29;1;4;4;1;1;9119701;2022-09-29;-4;
3;7;6;22;2;2;11;9;1;3;2018;23;1;4;5;1;1;9119702;2022-09-29;-1;
2;7;5;48;1;1;9;9;1;2;2017;70;1;5;4;1;1;9119706;2022-09-29;-22;
3;6;6;43;1;1;9;9;1;4;2000;43;1;4;4;1;1;9119708;2022-10-01;0;
2;7;5;27;2;2;9;9;2;1;2015;29;1;4;4;1;1;9119710;2022-10-01;-2;
3;6;5;64;2;2;7;9;1;6;1982;63;1;3;3;1;1;9119801;2022-10-11;1;
2;3;5;52;2;2;11;9;1;1;1996;62;1;3;4;1;1;9119803;2022-10-11;-10;
3;5;5;61;1;1;7;9;1;3;1988;57;1;4;4;1;1;9119806;2022-10-12;4;
3;5;6;44;2;2;11;9;2;2;2006;44;1;3;3;1;1;9119808;2022-10-12;0;
1;7;7;27;2;2;15;9;1;6;2013;28;1;4;4;1;1;9119809;2022-10-12;-1;
2;5;5;47;2;2;7;9;1;1;1999;48;1;3;3;1;1;9119810;2022-10-12;-1;
2;6;6;63;1;1;11;9;1;1;1980;65;1;3;4;1;1;9119902;2022-10-03;-2;
3;7;2;56;2;2;11;9;1;5;1999;57;1;4;4;1;1;9119903;2022-10-03;-1;
1;5;5;58;2;2;7;9;1;6;1987;58;1;3;3;1;1;9119904;2022-10-03;0;
1;6;7;62;2;2;9;9;1;6;1981;64;1;3;4;1;1;9119905;2022-10-03;-2;
1;6;5;64;2;2;9;9;1;6;1977;64;1;3;3;1;1;9119906;2022-10-05;0;
3;6;6;66;1;1;7;9;1;2;1976;60;2;3;4;1;1;9119907;2022-10-05;6;
3;3;5;70;1;1;9;9;1;4;2017;52;2;3;3;1;1;9119908;2022-10-05;18;
2;6;5;49;2;2;11;9;1;2;1994;49;1;2;4;1;1;9119910;2022-10-05;0;
3;7;7;74;1;1;8;9;1;3;1973;68;1;3;5;1;1;9120001;2022-09-23;6;
3;4;4;61;1;1;11;9;2;5;1988;58;2;2;4;1;1;9120002;2022-09-23;3;
1;1;4;62;2;2;7;9;1;6;1980;65;2;2;3;1;1;9120003;2022-09-23;-3;
3;6;5;42;1;1;12;9;2;3;2011;34;1;4;4;1;1;9120004;2022-09-23;8;
2;7;6;72;2;2;7;9;1;1;1968;74;2;4;5;1;1;9120005;2022-09-23;-2;
3;6;5;24;2;2;14;9;2;2;2022;25;1;4;4;1;1;9120101;2022-10-13;-1;
3;1;1;60;2;2;9;9;1;5;2002;63;2;5;3;1;1;9120102;2022-10-13;-3;
1;7;7;25;2;2;7;9;8;6;2015;20;1;4;3;1;1;9120103;2022-10-13;5;
1;7;7;50;2;2;7;9;1;6;1992;40;1;3;4;1;1;9120104;2022-10-13;10;
1;6;6;52;2;2;9;9;1;6;1993;52;1;4;5;1;1;9120105;2022-10-13;0;
3;7;7;48;1;1;9;9;2;4;2005;37;1;4;4;1;1;9120108;2022-10-14;11;
2;7;3;47;2;2;7;9;1;1;2013;56;1;4;4;1;1;9120110;2022-10-14;-9;
1;3;5;53;2;2;9;9;2;6;1996;53;2;4;4;1;1;9120402;2022-10-19;0;
3;6;3;49;2;2;9;9;1;3;2001;49;1;3;3;1;1;9120403;2022-10-19;0;
3;7;6;27;2;2;14;9;2;5;2020;33;1;5;4;1;1;9120404;2022-10-19;-6;
3;7;6;67;2;2;7;9;1;3;1973;70;2;3;3;1;1;9120407;2022-10-27;-3;
1;5;5;62;2;2;7;9;2;1;2006;71;1;2;2;1;1;9120409;2022-10-27;-9;
3;7;7;32;2;2;13;9;1;4;2019;32;1;5;5;1;1;9120502;2022-09-28;0;
3;5;5;51;1;1;9;9;1;5;1996;46;1;3;4;1;1;9120505;2022-09-29;5;
3;;7;56;1;1;15;9;1;4;1987;54;2;3;4;1;1;9120507;2022-10-04;2;
3;;6;87;1;1;15;9;1;4;1956;90;2;3;3;1;1;9120508;2022-10-14;-3;
3;4;4;40;2;2;9;9;1;2;2012;42;1;3;3;1;1;9120509;2022-10-14;-2;
2;7;4;54;2;2;7;9;2;4;2016;45;1;3;3;1;1;9120904;2022-10-03;9;
1;6;7;62;2;2;9;9;1;6;1990;63;1;4;4;1;1;9120905;2022-10-13;-1;
3;4;5;43;2;2;16;9;2;3;2012;42;1;3;4;1;1;9120906;2022-10-17;1;
1;5;6;53;2;2;9;9;1;6;1985;55;1;3;4;1;1;9121001;2022-10-04;-2;
2;1;6;53;2;2;14;9;1;1;1985;56;2;3;4;1;1;9121003;2022-10-13;-3;
3;6;5;56;1;1;9;9;2;4;1998;72;;4;4;1;1;9121105;2022-11-04;-16;
1;1;7;57;2;2;7;9;1;6;1990;62;2;3;4;1;1;9121107;2022-11-04;-5;
2;7;7;28;2;2;7;9;8;2;2014;48;1;4;5;1;1;9121108;2022-11-04;-20;
3;7;7;44;2;2;9;9;1;3;1993;50;1;1;4;1;1;9121109;2022-11-04;-6;
1;5;6;63;2;2;7;9;1;6;1981;63;1;5;5;1;1;9121110;2022-11-04;0;
3;5;6;82;2;2;6;9;1;4;1962;85;2;3;4;1;1;9121201;2022-11-02;-3;
2;6;6;50;2;2;13;9;1;4;1997;51;1;4;4;1;1;9121302;2022-11-02;-1;
1;7;7;60;2;2;7;9;1;2;1974;81;1;4;4;1;1;9121304;2022-11-02;-21;
3;7;6;20;2;2;9;9;8;3;2017;22;1;4;3;1;1;9121401;2022-11-02;-2;
3;6;4;29;1;1;13;9;8;4;2018;28;1;4;4;1;1;9121402;2022-11-02;1;
1;6;7;57;2;2;7;9;5;6;1991;53;1;2;4;1;1;9121404;2022-11-02;4;
3;6;6;78;1;1;9;9;1;4;1990;86;2;4;4;1;1;9121405;2022-11-02;-8;
2;5;5;64;2;2;9;9;1;3;1996;63;2;3;4;1;1;9121406;2022-11-04;1;
3;5;5;67;1;1;9;9;1;4;1977;64;;3;3;1;1;9121501;2022-11-04;3;
1;6;6;37;2;2;11;9;8;6;2014;35;1;4;4;1;1;9121505;2022-11-04;2;
1;7;7;54;2;2;9;9;1;6;1984;58;1;4;4;1;1;9121507;2022-11-04;-4;
3;5;5;34;2;2;13;9;8;2;2022;35;1;4;4;1;1;9121605;2022-10-07;-1;
3;5;4;27;2;2;9;9;8;3;2016;28;1;3;4;1;1;9121702;2022-10-11;-1;
3;3;4;87;2;2;8;9;1;2;1960;86;2;4;3;1;1;9121704;2022-10-11;1;
3;3;5;62;2;2;7;9;1;4;1985;60;;2;2;1;1;9121801;2022-10-08;2;
3;6;5;53;1;1;7;9;1;4;1988;59;;4;2;1;1;9121802;2022-10-08;-6;
1;1;6;76;2;2;7;9;1;1;1963;83;;3;3;1;1;9121808;2022-10-22;-7;
3;6;5;35;2;2;15;9;2;1;2019;35;1;3;4;1;1;9121905;2022-09-13;0;
3;6;7;41;1;1;15;9;1;2;2015;41;1;5;4;1;1;9121907;2022-09-22;0;
2;6;7;39;2;2;9;9;1;3;2005;40;1;4;4;1;1;9121909;2022-09-24;-1;
1;6;5;54;2;2;7;9;1;1;1994;64;1;2;3;1;1;9122202;2022-09-24;-10;
2;6;6;56;2;2;13;9;1;2;1997;64;1;4;4;1;1;9122205;2022-10-04;-8;
3;1;3;89;2;2;6;9;1;3;1973;79;2;3;3;1;1;9122401;2022-10-22;10;
3;2;4;52;1;1;7;9;6;3;2014;52;1;3;3;1;1;9122402;2022-10-22;0;
3;3;7;75;1;1;1;9;1;3;1975;65;1;3;4;1;1;9122404;2022-10-22;10;
3;6;6;46;1;1;7;9;2;3;2022;39;1;4;4;1;1;9122405;2022-10-22;7;
1;7;6;54;2;2;11;9;1;2;1998;52;2;2;4;1;1;9122406;2022-10-22;2;
2;1;5;40;2;2;11;9;1;2;2017;64;2;3;3;1;1;9122408;2022-10-23;-24;
3;7;7;76;1;1;15;9;1;3;1973;80;1;4;4;1;1;9122410;2022-10-25;-4;
3;7;6;24;2;2;15;9;2;3;2020;27;1;4;4;1;1;9122504;2022-09-22;-3;
3;3;7;61;2;2;15;9;1;3;1979;61;1;4;4;1;1;9122506;2022-09-22;0;
3;4;6;58;1;1;9;9;2;4;1990;56;1;5;4;1;1;9122509;2022-09-24;2;
3;4;6;54;2;2;14;9;1;3;2009;51;2;2;4;1;1;9122510;2022-09-24;3;
3;6;4;51;2;2;9;9;6;5;2019;70;2;4;5;1;1;9122705;2022-11-03;-19;
1;5;4;39;2;2;9;9;8;2;2001;38;1;3;3;1;1;9122708;2022-11-08;1;
