p93;i_6_p9;i_2_p9;p4;p1;p3;p5;region;p7;p92;p84;p91;p96;p10;p8;p81;p83;folio_encuesta;fecha;diferencia_edad_pareja;anios_convivencia_aprox
3;6;4;41;2;2;15;9;1;3;2009;39;1;4;3;1;1;9122709;2022-11-09;2;
1;7;7;39;1;1;9;9;1;1;2015;40;1;4;5;1;1;9122802;2022-10-26;-1;
3;7;7;75;1;2;8;9;1;3;1972;67;1;3;4;1;1;9122805;2022-10-27;8;
1;7;5;38;2;2;11;9;8;1;2010;37;1;5;4;1;1;9122903;2022-09-12;1;
3;7;7;32;2;2;13;9;2;3;2005;38;1;5;5;1;1;9123101;2022-11-04;-6;
2;7;7;20;2;2;9;9;2;1;2018;23;1;3;4;1;1;9123103;2022-11-04;-3;
1;7;7;46;2;2;11;9;1;6;1999;52;1;4;5;1;1;9123104;2022-11-07;-6;
2;7;6;30;2;2;13;9;2;3;2015;38;1;4;4;1;1;9123106;2022-11-07;-8;
3;6;6;38;2;2;9;9;1;2;1998;48;1;4;4;1;1;9123108;2022-11-07;-10;
3;5;7;37;1;1;9;9;2;4;2022;38;1;4;4;1;1;9123110;2022-11-07;-1;
1;7;6;36;2;2;10;9;1;6;2006;39;1;4;4;1;1;9123303;2022-08-30;-3;
1;7;7;23;2;2;9;9;2;6;2018;26;1;4;4;1;1;9123305;2022-10-04;-3;
2;1;2;72;2;2;7;9;1;3;1962;71;2;2;1;1;1;9123307;2022-10-05;1;
1;5;5;65;2;2;9;9;1;6;1982;64;1;3;5;1;1;9123310;2022-10-05;1;
3;6;6;34;1;1;9;9;2;2;2018;31;1;4;4;1;1;9123501;2022-11-03;3;
1;7;6;30;2;2;9;9;2;6;2018;46;1;4;4;1;1;9123504;2022-11-03;-16;
1;6;6;44;2;2;9;9;2;6;2007;63;1;4;3;1;1;9123505;2022-11-03;-19;
1;7;7;36;2;2;9;9;2;2;2006;46;1;4;3;1;1;9123506;2022-11-03;-10;
3;4;7;76;1;1;7;9;2;4;2020;64;1;3;3;1;1;9123508;2022-11-04;12;
2;6;5;22;2;2;9;9;2;3;2018;26;1;3;4;1;1;9123510;2022-11-04;-4;
3;5;6;53;1;1;1;9;2;5;2012;43;1;4;4;1;1;9123603;2022-11-16;10;
1;7;5;25;2;2;9;9;1;2;2017;25;1;3;5;1;1;9123605;2022-11-15;0;
1;1;4;47;2;2;9;9;1;1;2003;45;2;2;3;1;1;9123606;2022-11-15;2;
1;4;5;40;2;2;9;9;2;6;2016;39;1;4;3;1;1;9123607;2022-11-16;1;
2;7;5;22;2;2;14;9;2;1;2022;23;1;5;5;1;1;9123608;2022-11-16;-1;
3;7;7;57;2;2;14;9;7;3;2017;32;1;4;4;1;1;9123803;2022-08-16;25;
3;7;6;33;1;1;11;9;2;4;2021;29;1;5;4;1;1;9123901;2022-10-14;4;
3;7;6;54;2;2;9;9;1;3;1991;54;1;4;5;1;1;9123905;2022-08-16;0;
3;2;7;52;2;2;7;9;2;3;2003;55;2;3;4;1;1;9123906;2022-10-14;-3;
1;6;6;46;2;2;7;9;2;6;2001;52;1;3;4;1;1;9123908;2022-10-14;-6;
2;6;6;45;2;2;9;9;2;3;1998;52;1;4;4;1;1;9123909;2022-10-14;-7;
3;7;6;69;2;2;7;9;1;3;1972;88;2;2;5;1;1;9124001;2022-11-17;-19;
3;6;6;68;1;1;9;9;1;3;1990;61;1;5;4;1;1;9124003;2022-11-17;7;
3;5;6;29;2;2;15;9;2;3;2019;23;1;5;5;1;1;9124005;2022-11-17;6;
3;6;7;38;2;2;13;9;1;3;2008;39;1;4;4;1;1;9124006;2022-11-17;-1;
3;7;7;24;2;2;9;9;2;3;2015;24;1;4;4;1;1;9124007;2022-11-17;0;
3;7;7;45;2;2;9;9;2;3;1999;45;1;3;4;1;1;9124008;2022-11-17;0;
3;7;6;45;2;2;9;9;1;2;2004;43;1;3;5;1;1;9124009;2022-11-17;2;
2;4;4;43;2;2;7;9;2;2;2019;43;1;4;4;1;1;9124010;2022-11-17;0;
2;2;7;49;2;2;7;9;2;3;2000;44;1;4;4;1;1;9124104;2022-11-17;5;
3;6;2;32;2;2;9;9;1;2;2011;38;1;3;5;1;1;9124106;2022-11-17;-6;
3;2;5;52;2;2;9;9;2;3;1989;53;1;3;3;1;1;9124107;2022-11-17;-1;
3;5;5;52;1;1;11;9;1;4;1993;54;1;4;4;1;1;9124504;2022-08-24;-2;
2;5;6;69;2;2;8;9;1;4;1983;68;2;4;4;1;1;9124509;2022-08-24;1;
3;7;6;31;2;2;9;9;8;3;2020;27;1;4;5;1;1;9124601;2022-11-14;4;
3;6;5;60;1;1;9;9;1;5;1985;57;1;3;3;1;1;9124604;2022-11-14;3;
3;7;7;50;2;2;7;9;7;2;2018;41;1;4;4;1;1;9124605;2022-11-14;9;
1;6;7;54;2;2;7;9;1;6;1984;59;1;4;3;1;1;9124606;2022-11-14;-5;
3;7;6;23;2;2;14;9;8;1;2020;21;1;2;4;1;1;9124607;2022-11-14;2;
3;7;7;51;1;1;9;9;1;6;1993;51;2;4;4;1;1;9124703;2022-08-31;0;
1;7;4;35;1;1;9;9;8;2;2018;42;1;3;2;1;1;9125003;2022-08-18;-7;
3;6;6;36;1;1;10;9;1;5;2008;33;1;4;4;1;1;9125004;2022-08-20;3;
3;7;5;53;2;2;9;9;1;3;2012;54;1;4;5;1;1;9125101;2022-11-07;-1;
2;7;6;39;2;2;11;9;1;4;2008;36;1;4;3;1;1;9125103;2022-11-07;3;
1;7;7;49;2;2;9;9;1;6;1995;50;1;3;4;1;1;9125105;2022-11-07;-1;
2;1;6;62;2;2;7;9;5;2;2019;58;1;2;3;1;1;9125107;2022-11-07;4;
2;4;7;48;2;2;9;9;1;2;2014;47;1;4;4;1;1;9125108;2022-11-07;1;
1;7;7;44;2;2;8;9;1;5;2006;44;1;4;5;1;1;9125109;2022-11-07;0;
3;7;7;37;2;2;7;9;8;3;2004;40;1;3;4;1;1;9125110;2022-11-07;-3;
2;7;6;47;2;2;10;9;7;3;2019;48;1;4;4;1;1;9125301;2022-09-15;-1;
1;7;7;57;2;2;9;9;1;2;1983;60;1;5;4;1;1;9125303;2022-11-16;-3;
2;7;7;33;2;2;10;9;8;2;2010;46;1;4;4;1;1;9125304;2022-11-16;-13;
1;7;7;36;2;2;14;9;8;2;2014;52;1;5;4;1;1;9125306;2022-11-17;-16;
3;7;5;28;2;2;15;9;2;4;2014;29;1;3;3;1;1;9125307;2022-11-17;-1;
1;7;7;49;2;2;9;9;1;6;1997;54;1;4;4;1;1;9125308;2022-11-17;-5;
3;7;7;39;2;2;12;9;8;4;2008;45;1;3;4;1;1;9125309;2022-11-17;-6;
1;1;4;63;2;2;9;9;1;6;1982;66;2;2;2;1;1;9125402;2022-10-30;-3;
1;4;6;62;1;1;7;9;1;5;1980;55;1;3;4;1;1;9125403;2022-10-30;7;
2;6;7;37;2;2;9;9;1;1;2005;43;1;3;4;1;1;9125404;2022-10-30;-6;
3;7;7;35;2;2;7;9;8;3;2016;38;1;5;4;1;1;9125405;2022-10-30;-3;
1;5;7;72;2;2;6;9;1;6;1975;83;2;3;3;1;1;9125406;2022-10-30;-11;
1;6;6;37;2;2;7;9;2;2;2007;41;1;4;3;1;1;9125408;2022-10-30;-4;
3;7;6;35;1;1;10;9;8;3;2012;42;1;4;4;1;1;9125501;2022-10-30;-7;
3;7;7;38;2;2;13;9;8;3;2006;40;1;5;5;1;1;9125504;2022-10-30;-2;
2;7;7;52;1;1;9;9;2;3;2019;51;1;4;4;1;1;9125507;2022-10-30;1;
3;7;7;26;1;1;13;9;1;3;2019;25;1;4;5;1;1;9125702;2022-10-30;1;
2;7;7;30;2;2;7;9;8;3;2018;34;1;3;4;1;1;9125704;2022-10-30;-4;
1;5;6;70;1;1;8;9;1;5;1985;68;2;2;4;1;1;9125705;2022-10-30;2;
1;6;7;64;2;2;9;9;1;3;1981;72;1;4;4;1;1;9125709;2022-10-30;-8;
1;1;4;56;2;2;7;9;1;6;1982;55;1;2;3;1;1;9125903;2022-09-15;1;
3;7;7;46;1;1;7;9;8;5;1995;40;1;4;5;1;1;9125909;2022-09-15;6;
1;6;4;59;1;1;7;9;1;5;1982;57;1;2;3;1;1;9126401;2022-09-14;2;
3;7;7;54;1;1;9;9;1;5;1991;53;1;4;4;1;1;9126402;2022-09-14;1;
2;5;7;37;2;2;7;9;8;4;2011;41;1;3;4;1;1;9127004;2022-11-14;-4;
2;4;5;27;2;2;13;9;2;4;2016;29;1;3;3;1;1;9127006;2022-11-16;-2;
2;6;5;44;2;2;9;9;8;2;2009;48;1;3;3;1;1;9127007;2022-11-16;-4;
1;5;6;64;2;2;6;9;1;6;1974;66;1;3;4;1;1;9127104;2022-11-07;-2;
3;7;7;66;1;1;9;9;1;3;1980;67;2;4;3;1;1;9127108;2022-11-07;-1;
1;5;5;34;2;2;9;9;3;5;2007;64;2;4;3;1;1;9127110;2022-11-07;-30;
3;6;5;23;1;1;13;9;8;1;2021;23;1;4;4;1;1;9127201;2022-08-18;0;
2;7;7;68;2;2;9;9;1;2;1978;68;2;4;4;1;1;9127308;2022-11-08;0;
3;7;7;32;2;2;11;9;2;3;2010;42;1;4;4;1;1;9127404;2022-08-22;-10;
3;4;7;32;2;2;7;9;1;4;2008;29;1;3;4;1;1;9127408;2022-08-22;3;
1;7;4;56;2;2;9;9;1;1;1988;64;1;2;4;1;1;9127702;2022-09-01;-8;
3;6;6;54;1;1;9;9;8;4;1998;43;1;3;4;1;1;9127704;2022-09-02;11;
2;6;5;30;2;2;10;9;1;2;2011;41;2;4;4;1;1;9127801;2022-11-08;-11;
3;6;7;46;1;1;9;9;1;4;2004;37;1;4;4;1;1;9127802;2022-11-08;9;
3;7;7;85;2;2;6;9;1;3;1968;74;;4;4;1;1;9127803;2022-11-08;11;
3;6;7;60;2;2;9;9;1;1;1984;60;1;3;4;1;1;9127805;2022-11-08;0;
2;1;6;69;2;2;1;9;1;3;1972;71;1;3;3;1;1;9127807;2022-11-08;-2;
3;7;7;61;1;1;15;9;1;3;1995;55;1;4;4;1;1;9127907;2022-08-26;6;
2;4;4;67;2;2;9;9;1;3;1975;65;1;3;3;1;1;9128002;2022-10-21;2;
3;5;5;66;1;1;9;9;1;3;1975;66;1;4;4;1;1;9128005;2022-10-21;0;
3;6;6;39;2;2;13;9;1;2;2003;41;1;4;5;1;1;9128007;2022-10-21;-2;
3;6;3;41;1;1;14;9;2;2;2005;39;1;4;3;1;1;9128009;2022-10-21;2;
2;7;3;22;2;2;9;9;2;6;2018;22;1;3;3;1;1;9128010;2022-10-21;0;
2;1;3;59;2;2;9;9;1;6;1981;62;2;3;4;1;1;9128104;2022-10-26;-3;
3;6;6;61;2;2;7;9;2;3;1987;63;1;4;4;1;1;9128107;2022-10-26;-2;
1;7;6;54;2;2;9;9;1;1;1990;52;1;3;4;1;1;9128108;2022-10-26;2;
3;7;7;51;2;2;9;9;1;2;1990;53;1;4;5;1;1;9128201;2022-10-23;-2;
3;6;6;33;2;2;13;9;2;2;2010;42;1;4;4;1;1;9128301;2022-10-13;-9;
3;7;7;34;1;1;9;9;1;4;2013;34;1;4;4;1;1;9128303;2022-10-13;0;
3;7;3;46;2;2;15;9;2;4;2012;45;1;3;3;1;1;9128304;2022-10-13;1;
2;6;6;28;1;1;15;9;2;3;2018;33;1;5;4;1;1;9128306;2022-10-13;-5;
1;6;5;34;2;2;9;9;8;1;2006;42;1;4;4;1;1;9128402;2022-10-07;-8;
1;5;5;42;2;2;5;9;2;1;2004;43;2;3;4;1;1;9128403;2022-10-07;-1;
1;5;5;49;2;2;7;9;1;5;1997;55;;4;4;1;1;9128404;2022-10-07;-6;
1;6;6;34;2;2;7;9;2;5;2002;37;1;3;4;1;1;9128405;2022-10-07;-3;
3;4;6;64;2;2;13;9;1;2;1982;67;1;4;4;1;1;9128408;2022-10-11;-3;
1;7;7;23;2;2;9;9;2;6;2020;23;1;4;5;1;1;9128601;2022-10-17;0;
1;2;3;38;2;2;7;9;2;6;2001;46;1;3;3;1;1;9128602;2022-10-17;-8;
1;6;5;54;2;2;9;9;1;6;1986;65;1;4;4;1;1;9128604;2022-10-17;-11;
2;6;6;53;2;2;9;9;2;2;2012;53;1;5;4;1;1;9128605;2022-10-17;0;
2;5;5;64;2;2;7;9;1;2;1978;67;1;4;3;1;1;9128701;2022-10-12;-3;
3;4;5;79;2;2;8;9;2;3;1975;69;1;4;4;1;1;9128705;2022-10-14;10;
1;6;6;60;2;2;7;9;1;6;1979;62;1;2;3;1;1;9128707;2022-10-14;-2;
1;5;6;60;2;2;7;9;2;6;1995;69;1;3;4;1;1;9128709;2022-10-14;-9;
1;1;6;57;2;2;7;9;1;6;1981;77;2;3;4;1;1;9128801;2022-10-28;-20;
2;3;4;49;2;2;9;9;2;2;2009;46;1;3;3;1;1;9128802;2022-10-13;3;
1;6;7;59;2;2;11;9;1;6;1988;57;1;5;5;1;1;9128804;2022-10-28;2;
3;7;7;50;2;2;10;9;2;3;2016;59;1;5;5;1;1;9128805;2022-10-28;-9;
1;6;5;41;2;2;9;9;2;6;2018;48;1;4;4;1;1;9128806;2022-10-28;-7;
1;7;7;29;2;2;9;9;2;6;2011;33;1;5;5;1;1;9128809;2022-10-28;-4;
3;7;6;53;2;2;7;9;1;6;1990;58;1;5;4;1;1;9128810;2022-10-28;-5;
2;7;7;44;2;2;9;9;1;4;2012;35;1;3;4;1;1;9128901;2022-10-21;9;
3;7;7;54;2;2;9;9;1;3;1989;54;1;5;4;1;1;9128902;2022-10-24;0;
3;7;5;31;2;2;10;9;2;2;2021;34;1;3;3;1;1;9128904;2022-10-24;-3;
3;5;6;51;2;2;8;9;1;2;1986;58;1;4;4;1;1;9129401;2022-10-30;-7;
2;6;7;66;2;2;7;9;1;3;1966;77;2;4;4;1;1;9129402;2022-10-31;-11;
3;2;7;57;1;1;9;9;2;4;1996;63;;4;3;1;1;9129406;2022-10-31;-6;
2;3;7;65;2;2;7;9;1;4;1974;71;1;4;3;1;1;9129409;2022-10-31;-6;
1;5;1;38;2;2;12;9;6;1;2017;42;1;3;3;1;1;9129502;2022-10-31;-4;
3;7;7;39;2;2;13;9;8;3;2002;22;1;4;4;1;1;9129504;2022-10-31;17;
;7;7;41;1;1;9;9;3;;2003;20;;4;4;1;1;9129505;2022-10-31;21;
3;7;7;73;1;1;6;9;1;3;1986;71;2;4;3;1;1;9129601;2022-10-31;2;
2;7;7;33;2;2;13;9;2;4;2020;27;1;4;5;1;1;9129602;2022-10-31;6;
2;4;4;51;2;2;9;9;1;1;1992;52;1;4;4;1;1;9129603;2022-10-31;-1;
3;7;6;41;2;2;15;9;1;4;2005;41;1;4;4;1;1;9129604;2022-10-31;0;
1;6;5;42;2;2;9;9;1;6;2000;52;1;4;3;1;1;9130101;2022-11-14;-10;
1;7;5;23;2;2;9;9;1;2;2015;23;1;3;4;1;1;9130102;2022-11-14;0;
3;5;3;52;1;1;9;9;2;3;2014;52;1;3;4;1;1;9130105;2022-11-14;0;
1;5;6;63;2;2;7;9;1;6;1975;74;2;3;4;1;1;9130107;2022-11-14;-11;
3;6;7;30;2;2;7;9;2;4;2000;42;1;4;4;1;1;9130108;2022-11-15;-12;
1;5;6;40;2;2;7;9;1;6;2000;44;1;3;4;1;1;9130109;2022-11-15;-4;
1;7;7;23;2;2;13;9;2;6;2020;31;2;5;4;1;1;9130203;2022-11-14;-8;
2;5;7;65;2;2;9;9;1;2;1989;56;1;4;4;1;1;9130205;2022-11-14;9;
3;7;7;35;1;1;7;9;1;4;2007;28;1;5;4;1;1;9130206;2022-11-14;7;
3;7;7;76;1;1;7;9;1;3;1982;75;2;4;3;1;1;9130207;2022-11-14;1;
3;7;7;62;2;2;11;9;2;4;2009;57;1;4;4;1;1;9130208;2022-11-15;5;
2;7;7;29;2;2;11;9;1;1;2020;32;1;5;5;1;1;9130209;2022-11-15;-3;
2;7;7;30;1;1;11;9;1;2;2019;28;1;5;4;1;1;9130403;2022-11-15;2;
3;7;5;37;1;1;14;9;2;2;2012;36;1;4;4;1;1;9130404;2022-11-15;1;
3;2;5;44;1;1;14;9;2;5;2015;27;2;4;4;1;1;9130405;2022-11-15;17;
1;4;4;59;2;2;7;9;1;6;1983;63;1;2;2;1;1;9130406;2022-11-15;-4;
3;6;7;30;1;1;9;9;1;4;2002;35;1;4;4;1;1;9130409;2022-11-15;-5;
2;5;5;66;2;2;11;10;2;3;2000;68;1;4;4;1;1;10100502;2022-09-16;-2;
2;5;5;73;2;2;8;10;1;3;2000;70;1;4;4;1;1;10100504;2022-09-19;3;
2;7;6;30;2;2;9;10;2;1;2014;34;1;5;5;1;1;10100603;2022-09-08;-4;
2;7;5;26;2;2;9;10;2;2;2021;27;1;4;4;1;1;10100605;2022-09-09;-1;
3;7;7;29;2;2;9;10;2;3;2020;34;1;5;4;1;1;10100607;2022-09-11;-5;
2;5;5;31;2;2;9;10;1;1;2015;33;1;4;4;1;1;10100608;2022-09-11;-2;
1;5;7;39;2;2;7;10;1;2;2016;34;1;4;4;1;1;10101105;2022-09-09;5;
1;5;7;27;2;2;11;10;8;2;2016;34;1;4;4;1;1;10101106;2022-09-07;-7;
2;5;7;70;2;2;8;10;7;3;2000;99;;5;4;1;1;10101110;2022-09-16;-29;
2;5;7;47;2;2;9;10;2;3;2000;99;;4;4;1;1;10101403;2022-09-15;-52;
3;7;5;31;2;2;15;10;8;2;2018;28;1;4;5;1;1;10102202;2022-09-19;3;
3;5;5;32;2;2;13;10;8;4;2011;32;1;3;4;1;1;10102705;2022-09-22;0;
3;6;6;30;2;2;9;10;8;3;2021;34;1;4;4;1;1;10103401;2022-09-11;-4;
2;6;6;49;2;2;12;10;1;2;2000;52;1;4;5;1;1;10103608;2022-10-05;-3;
2;7;3;19;2;2;9;10;2;5;2021;21;1;5;5;1;1;10103901;2022-10-18;-2;
1;2;6;61;2;2;7;10;1;2;1975;68;1;3;5;1;1;10103902;2022-10-19;-7;
2;1;5;66;2;2;9;10;1;3;1976;69;2;3;3;1;1;10103904;2022-10-21;-3;
3;4;6;39;2;2;15;10;1;2;2009;40;1;4;4;1;1;10103905;2022-10-21;-1;
2;7;5;20;2;2;13;10;8;6;2022;19;1;4;4;1;1;10104103;2022-09-30;1;
3;7;7;26;1;1;15;10;8;4;2021;25;1;4;5;1;1;10104104;2022-09-30;1;
3;5;6;28;2;2;10;10;1;3;2017;38;1;4;4;1;1;10104108;2022-09-30;-10;
2;7;6;40;2;2;15;10;1;2;2005;48;1;4;5;1;1;10104109;2022-10-01;-8;
3;7;6;32;1;1;13;10;1;3;2013;35;1;5;5;1;1;10104110;2022-10-01;-3;
2;4;6;67;1;1;9;10;1;2;1980;61;1;4;4;1;1;10104307;2022-09-29;6;
3;5;4;52;1;1;11;10;8;3;2006;42;1;4;4;1;1;10104308;2022-09-29;10;
2;4;5;33;2;2;9;10;8;2;2012;50;1;3;4;1;1;10104309;2022-09-30;-17;
1;;2;39;2;2;14;10;1;6;2004;41;;3;4;1;1;10104310;2022-09-30;-2;
3;7;6;25;1;1;11;10;1;5;2020;21;1;4;4;1;1;10104403;2022-10-03;4;
2;5;5;38;2;2;9;10;6;3;2019;32;1;4;4;1;1;10104404;2022-10-04;6;
3;7;5;42;1;1;7;10;1;4;2015;24;1;4;3;1;1;10104406;2022-10-04;18;
3;6;5;29;2;2;13;10;8;3;2022;29;1;4;4;1;1;10104407;2022-10-04;0;
3;7;7;48;2;2;9;10;6;2;2002;50;1;3;;1;1;10104504;2022-10-05;-2;
3;7;7;32;1;1;14;10;8;4;2018;32;1;5;4;1;1;10104605;2022-10-06;0;
3;7;5;27;2;2;10;10;2;3;2022;28;;5;4;1;1;10104709;2022-10-19;-1;
3;7;5;21;2;2;9;10;8;4;2021;21;1;4;4;1;1;10104806;2022-10-07;0;
1;5;5;49;2;2;9;10;1;6;1991;57;1;3;4;1;1;10104807;2022-10-08;-8;
3;6;4;54;2;2;7;10;1;3;1989;56;1;3;4;1;1;10104808;2022-10-09;-2;
3;7;7;37;2;2;15;10;2;3;2015;40;1;5;5;1;1;10105001;2022-09-14;-3;
3;7;7;36;2;2;17;10;8;2;2020;36;1;4;4;1;1;10105002;2022-09-14;0;
3;7;6;52;1;1;13;10;1;4;1991;49;1;4;4;1;1;10105003;2022-09-14;3;
3;7;6;31;1;1;14;10;8;1;2022;26;1;4;5;1;1;10105004;2022-09-14;5;
3;7;7;40;1;1;15;10;8;4;2019;30;1;4;5;1;1;10105005;2022-09-15;10;
3;7;7;33;1;1;15;10;2;1;2012;30;1;3;4;1;1;10105203;2022-10-05;3;
3;5;5;28;1;1;14;10;8;3;2018;27;;4;3;1;1;10105204;2022-10-10;1;
3;7;6;29;1;1;9;10;2;;2018;28;1;4;4;1;1;10105205;2022-10-10;1;
3;3;2;28;2;2;13;10;2;1;2021;29;1;2;3;1;1;10105206;2022-10-10;-1;
3;6;6;27;2;2;15;10;2;;2020;28;;4;4;1;1;10105210;2022-10-10;-1;
3;5;1;25;2;5;15;10;8;;2020;35;1;2;4;1;1;10105404;2022-10-07;-10;
3;;5;23;2;2;9;10;8;;2018;24;1;4;4;1;1;10105408;2022-10-17;-1;
2;6;6;36;2;2;13;10;1;3;2008;40;1;3;4;1;1;10106101;2022-09-07;-4;
3;6;7;55;2;2;11;10;6;3;2002;53;1;4;4;1;1;10106203;2022-09-29;2;
3;5;5;70;1;1;10;10;2;4;2010;61;1;4;4;1;1;10106204;2022-09-28;9;
2;6;5;50;2;2;9;10;1;2;1995;49;1;4;3;1;1;10106205;2022-09-30;1;
2;5;5;35;2;2;9;10;8;5;2014;29;1;3;4;1;1;10106206;2022-10-01;6;
2;7;6;55;2;2;7;10;3;2;2016;63;1;4;4;1;1;10106208;2022-10-01;-8;
3;1;5;64;2;2;9;10;1;3;1960;68;2;4;4;1;1;10106210;2022-10-03;-4;
3;7;7;32;1;1;11;10;8;3;2018;29;1;5;4;1;1;10106301;2022-09-06;3;
3;5;5;29;1;1;14;10;2;5;2021;28;1;4;4;1;1;10106302;2022-09-06;1;
3;1;5;31;2;2;13;10;1;4;2017;41;2;3;4;1;1;10106305;2022-09-08;-10;
3;7;7;26;2;2;13;10;2;2;2021;31;1;4;3;1;1;10106307;2022-09-09;-5;
2;2;6;25;2;2;15;10;2;2;2019;28;1;4;4;1;1;10106309;2022-09-12;-3;
3;7;7;28;1;1;14;10;8;4;2015;29;1;5;5;1;1;10106310;2022-09-12;-1;
3;7;6;44;1;1;14;10;6;3;2020;48;1;4;4;1;1;10106401;2022-09-22;-4;
3;7;6;43;2;2;15;10;8;4;2022;46;1;4;5;1;1;10106407;2022-10-02;-3;
3;6;6;46;1;1;15;10;6;3;2021;44;1;4;4;1;1;10106408;2022-10-02;2;
3;6;6;60;2;2;10;10;1;4;1989;67;1;4;4;1;1;10106409;2022-10-02;-7;
3;7;6;36;1;1;11;10;1;3;2015;35;1;4;5;1;1;10106502;2022-09-07;1;
;5;7;66;2;2;9;10;1;2;1978;68;1;5;5;1;1;10106503;2022-09-07;-2;
3;7;6;27;1;1;11;10;2;4;2022;19;1;4;4;1;1;10106504;2022-09-07;8;
1;6;3;21;2;2;11;10;2;2;2022;26;1;3;3;1;1;10106505;2022-09-08;-5;
3;7;7;34;2;2;15;10;1;4;2006;36;1;4;5;1;1;10106507;2022-09-12;-2;
3;7;7;43;2;2;16;10;1;5;2006;55;1;5;5;1;1;10106508;2022-09-12;-12;
3;;6;69;1;1;9;10;1;1;1975;66;1;4;4;1;1;10106510;2022-09-13;3;
3;5;4;23;2;2;12;10;1;3;2018;28;1;3;4;1;1;10106601;2022-09-14;-5;
3;7;6;29;2;2;13;10;2;3;2019;26;1;4;4;1;1;10106607;2022-09-18;3;
3;4;5;64;1;1;9;10;1;4;1973;64;;3;3;1;1;10106609;2022-09-27;0;
2;7;7;30;2;2;9;10;1;2;2019;36;1;4;4;1;1;10106703;2022-09-12;-6;
1;7;7;47;2;2;14;10;1;1;2006;51;1;4;5;1;1;10106704;2022-09-12;-4;
3;4;5;44;2;2;7;10;2;2;1999;52;1;3;4;1;1;10106705;2022-09-23;-8;
3;7;5;33;1;1;14;10;1;5;2014;30;1;4;5;1;1;10106801;2022-09-06;3;
3;6;5;35;2;2;15;10;2;4;2019;35;1;4;5;1;1;10106807;2022-10-01;0;
3;7;7;28;2;2;15;10;1;3;2010;38;1;5;5;1;1;10106808;2022-10-10;-10;
3;6;5;46;1;2;13;10;6;4;1998;45;1;3;4;1;1;10107001;2022-10-07;1;
3;1;5;100;1;1;6;10;1;2;1963;100;2;3;4;1;1;10107006;2022-09-01;0;
2;6;7;76;2;2;7;10;1;5;1969;73;1;5;4;1;1;10107008;2022-10-09;3;
3;5;6;51;1;1;13;10;8;5;2004;45;1;3;4;1;1;10107202;2022-09-21;6;
3;7;6;53;1;2;7;10;2;3;2017;53;1;3;3;1;1;10107203;2022-09-21;0;
3;7;6;37;1;1;11;10;2;2;2014;62;1;4;4;1;1;10107208;2022-09-25;-25;
3;3;4;66;1;1;11;10;1;4;1984;60;;2;3;1;1;10107210;2022-09-26;6;
3;7;7;69;1;1;9;10;1;4;1979;68;1;4;4;1;1;10107301;2022-09-13;1;
3;6;7;41;2;2;9;10;2;3;2011;44;1;4;4;1;1;10107304;2022-09-14;-3;
3;1;3;53;2;2;9;10;2;3;2015;59;;3;3;1;1;10107406;2022-09-19;-6;
3;6;7;68;1;1;14;10;1;4;1977;71;1;4;4;1;1;10107502;2022-09-08;-3;
3;6;7;50;1;1;11;10;1;3;2005;50;1;3;5;1;1;10107503;2022-09-08;0;
3;7;5;26;1;1;9;10;1;5;2020;43;1;3;4;1;1;10107504;2022-09-08;-17;
1;6;7;26;2;2;9;10;8;2;2014;32;1;4;4;1;1;10107506;2022-09-13;-6;
2;7;7;42;2;2;7;10;8;2;2008;57;1;3;3;1;1;10107509;2022-09-13;-15;
3;7;7;48;2;2;1;10;1;3;1996;34;1;2;4;1;1;10107510;2022-09-13;14;
2;7;6;57;2;2;7;10;3;2;1992;58;1;3;3;1;1;10107703;2022-08-29;-1;
3;5;6;34;1;1;13;10;2;5;2012;30;1;4;4;1;1;10107704;2022-08-31;4;
3;7;7;32;2;2;15;10;2;3;2012;27;1;5;4;1;1;10107706;2022-09-02;5;
2;7;7;61;1;1;13;10;1;2;1980;57;1;4;4;1;1;10107707;2022-09-02;4;
1;6;6;66;2;2;7;10;1;6;1974;69;2;4;4;1;1;10107709;2022-09-06;-3;
3;4;6;40;1;1;9;10;1;3;1985;52;1;4;4;1;1;10107710;2022-09-06;-12;
3;7;7;39;2;2;12;10;1;;2015;37;1;4;4;1;1;10107801;2022-09-14;2;
3;1;1;42;2;2;11;10;1;;2009;38;;3;3;1;1;10107802;2022-09-14;4;
2;7;3;25;1;1;15;10;8;2;2020;22;1;4;4;1;1;10107804;2022-09-14;3;
2;1;4;23;2;2;13;10;8;2;2022;21;1;3;3;1;1;10107809;2022-09-20;2;
2;6;6;28;2;2;15;10;1;2;2018;28;1;4;4;1;1;10107901;2022-09-26;0;
1;7;4;38;2;2;13;10;1;2;2005;46;1;3;5;1;1;10107907;2022-09-29;-8;
3;3;6;82;1;1;10;10;1;2;1967;83;2;4;4;1;1;10107910;2022-10-03;-1;
3;7;7;58;2;2;12;10;2;1;2010;57;1;3;4;1;1;10108001;2022-09-07;1;
1;7;6;52;2;2;10;10;2;6;1996;52;1;4;4;1;1;10108004;2022-09-09;0;
3;7;7;34;1;1;15;10;1;4;2011;24;1;4;4;1;1;10108008;2022-09-11;10;
3;6;6;75;2;2;15;10;1;4;1973;80;;2;4;1;1;10108010;2022-09-12;-5;
1;4;3;57;2;2;9;10;1;2;1990;57;1;3;4;1;1;10108104;2022-10-04;0;
